V1,V2
sim_002,1
sim_003,4
sim_004,9
sim_005,9
sim_006,13
sim_007,22
sim_008,15
sim_009,12
sim_010,11
sim_011,9
sim_012,16
sim_013,20
sim_014,22
sim_015,34
sim_016,30
sim_017,33
