V1,V2
sim_002,2
sim_003,8
sim_004,13
sim_005,12
sim_006,15
sim_007,11
sim_008,13
sim_009,21
sim_010,16
sim_011,20
sim_012,22
sim_013,15
sim_014,19
sim_015,23
sim_016,20
sim_017,29
sim_018,22
sim_019,21
sim_020,22
sim_021,23
sim_022,33
