V1,V2
sim_002,10
sim_003,5
sim_004,4
sim_005,3
sim_006,16
sim_007,16
sim_008,16
sim_009,16
sim_010,17
sim_011,13
sim_012,21
sim_013,21
sim_014,21
sim_015,18
sim_016,21
sim_017,17
sim_018,24
sim_019,29
sim_020,27
sim_021,30
sim_022,43
sim_023,36
sim_024,45
sim_025,35
