V1,V2
sim_002,0
sim_003,6
sim_004,4
sim_005,6
sim_006,9
sim_007,9
sim_008,11
sim_009,12
sim_010,20
sim_011,22
sim_012,25
sim_013,17
sim_014,12
sim_015,14
sim_016,18
sim_017,17
sim_018,19
sim_019,20
sim_020,22
