V1,V2
sim_002,10
sim_003,19
sim_004,9
sim_005,13
sim_006,12
sim_007,10
sim_008,10
sim_009,19
sim_010,16
sim_011,18
sim_012,12
sim_013,18
sim_014,24
sim_015,15
sim_016,23
sim_017,18
sim_018,26
