V1,V2
sim_002,3
sim_003,6
sim_004,9
sim_005,8
sim_006,4
sim_007,12
sim_008,11
sim_009,7
sim_010,12
sim_011,7
sim_012,9
sim_013,17
sim_014,14
sim_015,16
sim_016,14
sim_017,18
sim_018,11
sim_019,13
sim_020,18
sim_021,14
sim_022,23
sim_023,19
sim_024,17
