V1,V2
sim_002,3
sim_003,3
sim_004,1
sim_005,5
sim_006,14
sim_007,10
sim_008,6
sim_009,10
sim_010,15
sim_011,13
sim_012,23
sim_013,20
sim_014,21
sim_015,30
sim_016,25
sim_017,28
sim_018,34
sim_019,25
sim_020,25
sim_021,35
sim_022,23
sim_023,23
