V1,V2
sim_002,10
sim_003,2
sim_004,12
sim_005,12
sim_006,11
sim_007,9
sim_008,15
sim_009,10
sim_010,7
sim_011,15
sim_012,18
sim_013,15
sim_014,11
sim_015,21
sim_016,15
sim_017,17
