V1,V2
sim_002,8
sim_003,7
sim_004,5
sim_005,7
sim_006,10
sim_007,13
sim_008,16
sim_009,17
sim_010,16
sim_011,18
sim_012,14
sim_013,18
sim_014,19
sim_015,30
sim_016,20
sim_017,23
sim_018,25
sim_019,25
sim_020,34
