V1,V2
sim_002,2
sim_003,10
sim_004,17
sim_005,17
sim_006,17
sim_007,16
sim_008,19
sim_009,22
sim_010,24
sim_011,22
sim_012,26
sim_013,25
sim_014,30
sim_015,24
sim_016,28
sim_017,28
sim_018,31
sim_019,34
