cases,date
USA-MA-CDCBI-CRSP_XDDVVXWTP7C4CLZS-2021,833
USA-MA-CDCBI-CRSP_GJXJH2CZDN624N3S-2021,834
USA-MA-CDCBI-CRSP_EYX4XIM6OOKX5JM6-2021,834
USA-MA-CDCBI-CRSP_5TG76O3R4L346XF5-2021,834
USA-MA-CDCBI-CRSP_S7T7X5YCBU5XUR27-2021,834
USA-MA-CDCBI-CRSP_SCIAAQU3CJOK3MJX-2021,834
USA-MA-CDCBI-CRSP_VVAUDLXKJTXC4QGA-2021,834
USA-MA-CDCBI-CRSP_WQHOTXNRJYXWIBTZ-2021,834
USA-MA-CDCBI-CRSP_QASP7WBT7QGSBHD5-2021,834
USA-MA-CDCBI-CRSP_OY43WN4KINF7ICWX-2021,834
USA-MA-CDCBI-CRSP_4VCOFUKOP7C235TS-2021,834
USA-MA-CDCBI-CRSP_SHWJEYLSS6GOWYFZ-2021,834
USA-MA-CDCBI-CRSP_DCSYC5LTDGF5WN53-2021,834
USA-MA-CDCBI-CRSP_T2I5GXGHBHFINYZY-2021,834
USA-MA-CDCBI-CRSP_TJSCZNU6WD7PMEQZ-2021,834
USA-MA-CDCBI-CRSP_6TIKWV23VORE2SVJ-2021,835
USA-MA-CDCBI-CRSP_RL6JDZ5XXTOJWBFW-2021,835
USA-MA-CDCBI-CRSP_XTY6G5IMWU6MTWAW-2021,835
USA-MA-CDCBI-CRSP_IINYMDGWRYERA5KF-2021,835
USA-MA-CDCBI-CRSP_C75KJDZHFYIGCUK4-2021,835
USA-MA-CDCBI-CRSP_AFAWGV6L3PDKTRDU-2021,836
USA-MA-CDCBI-CRSP_DEWSA627AQCRCSE4-2021,836
USA-MA-CDCBI-CRSP_OVYJBED6BTUALXER-2021,836
USA-MA-CDCBI-CRSP_EJYTXTHM5Q5SYO2H-2021,836
USA-MA-CDCBI-CRSP_7PJRBANTJSUR3SK6-2021,836
USA-MA-CDCBI-CRSP_34ZPKIIGSH7PFG7K-2021,836
USA-MA-CDCBI-CRSP_6MB5YYPG2K7RDJFL-2021,837
USA-MA-CDCBI-CRSP_CQIPUJBPJPNEDVW2-2021,838
USA-MA-CDCBI-CRSP_P7MCH2KQX5JIK7SY-2021,839
USA-MA-CDCBI-CRSP_AWQPHA6PSJLOJ2XN-2021,840
USA-MA-CDCBI-CRSP_DX7GNX7A2Y2EGXXH-2021,840
USA-MA-CDCBI-CRSP_CK3EVYMS7LFCLMPP-2021,840
USA-MA-CDCBI-CRSP_DXDUMT67OQBEMUI2-2021,841
USA-MA-CDCBI-CRSP_OB2IAANGI4OKGZR5-2021,843
USA-MA-CDCBI-CRSP_ZFO5PQVEHH2IU3QD-2021,845
USA-MA-CDCBI-CRSP_ED3ZGOY4WZJM3VC7-2021,848
USA-MA-CDCBI-CRSP_DEOF335BR3UXOBTG-2021,848
