V1,V2
sim_002,1
sim_003,6
sim_004,11
sim_005,9
sim_006,19
sim_007,22
sim_008,31
sim_009,25
sim_010,31
sim_011,26
sim_012,26
sim_013,23
sim_014,31
sim_015,32
sim_016,35
sim_017,36
sim_018,30
sim_019,36
sim_020,32
sim_021,34
