V1,V2
sim_002,5
sim_003,14
sim_004,10
sim_005,7
sim_006,14
sim_007,18
sim_008,25
sim_009,18
sim_010,18
sim_011,25
sim_012,30
sim_013,37
sim_014,30
sim_015,34
sim_016,38
sim_017,34
