V1,V2
sim_002,8
sim_003,1
sim_004,10
sim_005,10
sim_006,5
sim_007,12
sim_008,20
sim_009,17
sim_010,15
sim_011,14
sim_012,19
sim_013,16
sim_014,17
sim_015,16
sim_016,19
sim_017,23
sim_018,20
sim_019,16
sim_020,20
sim_021,24
sim_022,27
sim_023,25
sim_024,28
sim_025,33
