V1,V2
sim_002,0
sim_003,8
sim_004,6
sim_005,8
sim_006,11
sim_007,10
sim_008,10
sim_009,18
sim_010,20
sim_011,28
sim_012,27
sim_013,29
sim_014,31
sim_015,29
sim_016,29
sim_017,34
sim_018,25
sim_019,26
sim_020,33
