V1,V2
sim_002,7
sim_003,7
sim_004,4
sim_005,15
sim_006,7
sim_007,6
sim_008,2
sim_009,6
sim_010,7
sim_011,11
sim_012,4
sim_013,6
sim_014,13
sim_015,12
sim_016,16
sim_017,10
sim_018,8
