V1,V2
sim_002,4
sim_003,11
sim_004,2
sim_005,12
sim_006,6
sim_007,2
sim_008,10
sim_009,6
sim_010,17
sim_011,12
sim_012,15
sim_013,16
sim_014,10
sim_015,17
sim_016,19
sim_017,10
sim_018,24
sim_019,28
sim_020,19
sim_021,24
