V1,V2
sim_002,4
sim_003,5
sim_004,4
sim_005,-1
sim_006,8
sim_007,5
sim_008,6
sim_009,1
sim_010,2
sim_011,3
sim_012,8
sim_013,7
sim_014,6
sim_015,6
sim_016,9
sim_017,8
sim_018,14
sim_019,14
sim_020,10
sim_021,9
