V1,V2
sim_002,1
sim_003,7
sim_004,5
sim_005,6
sim_006,7
sim_007,8
sim_008,7
sim_009,15
sim_010,19
sim_011,14
sim_012,20
sim_013,18
sim_014,18
sim_015,18
sim_016,16
sim_017,18
sim_018,16
sim_019,26
sim_020,20
sim_021,23
sim_022,23
