V1,V2
sim_002,3
sim_003,3
sim_004,6
sim_005,5
sim_006,5
sim_007,0
sim_008,6
sim_009,5
sim_010,16
sim_011,13
sim_012,9
sim_013,14
sim_014,22
sim_015,19
sim_016,17
sim_017,16
sim_018,20
sim_019,22
sim_020,20
